Keyword,Region,Match type,Avg. CPC
course generative ai,USA,Phrase match,1.88
course in generative ai,USA,Phrase match,4.03
course on generative ai,USA,Phrase match,4.24
ai for engineering,USA,Phrase match,9.21
courses about ai,USA,Phrase match,3.05
generative ai course mit,USA,Phrase match,11.06
ai generated courses,USA,Phrase match,7.31
artificial intelligence course,USA,Exact match,2.25
best ai certification,USA,Exact match,4.75
best ai classes online,USA,Exact match,6.73
ai certification mit,USA,Exact match,8.37
mit ai class,USA,Exact match,5.6
ai certification courses,USA,Exact match,2.38
course on generative ai,USA,Exact match,7.85
courses on generative ai,USA,Exact match,8.23
course generative ai,USA,Exact match,12.85
generative ai online courses,USA,Exact match,3.18
mit generative ai course,USA,Exact match,8.52
generative ai course mit,USA,Exact match,10.43
generative ai course stanford,USA,Exact match,9.8
generative ai stanford course,USA,Exact match,8.55
ai for business,A,Phrase match,3.2
artificial intelligence training,A,Phrase match,1.78
artificial intelligence course,A,Phrase match,2.82
mit artificial intelligence course,A,Phrase match,1.97
best course on artificial intelligence,A,Phrase match,6.2
generative ai online course,A,Phrase match,0.66
ai related certifications,A,Phrase match,4.51
course on generative ai,A,Phrase match,1.26
courses on generative ai,A,Phrase match,1.43
artificial intelligence training,A,Exact match,2.86
ai learning course,A,Exact match,7.36
best ai learning course,A,Exact match,2.31
artificial intelligence stanford online,A,Exact match,2.01
generative ai course mit,A,Exact match,3.52
generative ai stanford course,A,Exact match,1.59
ai for business,B,Phrase match,0.64
artificial intelligence training,B,Phrase match,0.73
artificial intelligence course,B,Phrase match,0.46
best courses on artificial intelligence,B,Phrase match,0.45
best course on artificial intelligence,B,Phrase match,1.37
ai learning course,B,Phrase match,0.43
artificial intelligence online program,B,Phrase match,1.03
ai for engineers,B,Phrase match,0.59
python and ai course,B,Phrase match,0.72
artificial intelligence master's degree online,B,Phrase match,0.98
generative ai course,B,Phrase match,1.07
ai related certifications,B,Phrase match,0.66
course generative ai,B,Phrase match,0.57
learn how to program ai,B,Phrase match,0.32
courses about ai,B,Phrase match,1.3
ai generated courses,B,Phrase match,0.81
artificial intelligence course,B,Exact match,0.44
artificial intelligence online program,B,Exact match,0.52
ai certification courses,B,Exact match,0.72
artificial intelligence specialist certification,B,Exact match,1.57
generative ai course,B,Exact match,1.94
ai for business,C,Phrase match,0.91
artificial intelligence training,C,Phrase match,0.53
artificial intelligence course,C,Phrase match,0.18
ai learning course,C,Phrase match,0.21
generative ai course,C,Phrase match,0.8
courses about ai,C,Phrase match,0.39
ai generated courses,C,Phrase match,0.82
mit artificial intelligence course,C,Exact match,0.62
learn how to program ai,C,Exact match,0.4
generative ai course,C,Exact match,0.55
course generator ai,C,Exact match,0.21
generative ai course stanford,C,Exact match,0.5
generative ai certificate course,A,Broad match,1.01
generative ai fundamentals course,A,Broad match,1.41
generative ai online course,A,Broad match,1.35
generative ai online program,A,Broad match,1.69
generative ai certificate program,A,Broad match,1.35
generative ai foundations course,A,Broad match,1.3
generative ai fundamentals course,B,Broad match,0.37
generative ai online course,B,Broad match,0.33
generative ai online program,B,Broad match,0.64
generative ai certificate course,C,Broad match,0.28
generative ai fundamentals course,C,Broad match,0.37
generative ai online course,C,Broad match,0.37
generative ai online program,C,Broad match,0.28
generative ai certificate program,C,Broad match,0.4
generative ai foundations course,C,Broad match,0.42
generative ai certificate course,USA,Broad match,3.75
generative ai online course,USA,Broad match,3.95
generative ai online program,USA,Broad match,4.09
generative ai certificate program,USA,Broad match,6.84
generative ai foundations course,USA,Broad match,5.47
ai for business,USA,Phrase match,4.43
artificial intelligence training,USA,Phrase match,4.8
online artificial intelligence degree,USA,Phrase match,8.14
artificial intelligence course,USA,Phrase match,5.03
mit artificial intelligence course,USA,Phrase match,2.36
mit ai class,USA,Phrase match,2.09
best courses on artificial intelligence,USA,Phrase match,3.31
best course on artificial intelligence,USA,Phrase match,5.39
best course for artificial intelligence,USA,Phrase match,7.19
course on machine learning and artificial intelligence,USA,Phrase match,1.61
certification for artificial intelligence,USA,Phrase match,2.81
artificial intelligence online program,USA,Phrase match,3.76
executive education ai,USA,Phrase match,6.02
online ai and ml courses,USA,Phrase match,2.98
bootcamp ai,USA,Phrase match,4.46
ai for engineers,USA,Phrase match,2.92
python and ai course,USA,Phrase match,3.92
generative ai course,USA,Phrase match,3.7
generative ai courses,USA,Phrase match,10.03
course on generative ai,USA,Phrase match,3.37
learn how to program ai,USA,Phrase match,5.51
courses on generative ai,USA,Phrase match,1.47
courses about ai,USA,Phrase match,2.23
generative ai course mit,USA,Phrase match,7.6
ai generated courses,USA,Phrase match,6.55
artificial intelligence training,USA,Exact match,2.4
artificial intelligence certification,USA,Exact match,3.52
online artificial intelligence degree,USA,Exact match,3.97
mit artificial intelligence course,USA,Exact match,7.91
best ai certification,USA,Exact match,5.81
ai certification mit,USA,Exact match,0.01
artificial intelligence master online,USA,Exact match,8.88
ai certification courses,USA,Exact match,11.39
best ai learning course,USA,Exact match,6.91
bootcamp ai,USA,Exact match,4.26
certification for artificial intelligence,USA,Exact match,2.69
online ai and ml courses,USA,Exact match,6.23
ai for managers course,USA,Exact match,2.33
what to study to become artificial intelligence engineer,USA,Exact match,2.24
generative ai course,USA,Exact match,3.58
artificial intelligence stanford online,USA,Exact match,3.81
course on generative ai,USA,Exact match,5.58
courses on generative ai,USA,Exact match,5.25
course generative ai,USA,Exact match,10.47
best generative ai courses,USA,Exact match,6.06
best generative ai course,USA,Exact match,3.99
mit generative ai course,USA,Exact match,14.3
generative ai course mit,USA,Exact match,14.97
generative ai course stanford,USA,Exact match,4.98
ai for business,A,Phrase match,1.91
artificial intelligence training,A,Phrase match,1.54
artificial intelligence course,A,Phrase match,2.94
mit ai class,A,Phrase match,2.68
generative ai course,A,Phrase match,1.13
ai related certifications,A,Phrase match,3.28
course on generative ai,A,Phrase match,3.06
learn how to program ai,A,Phrase match,3.76
courses about ai,A,Phrase match,2.29
ai learning course,A,Exact match,1.1
mit artificial intelligence course,A,Exact match,2.52
ai certification mit,A,Exact match,2.62
best ai learning course,A,Exact match,1.5
courses on generative ai,A,Exact match,2.82
best generative ai course,A,Exact match,0.44
mit generative ai course,A,Exact match,2.99
generative ai stanford course,A,Exact match,1.89
ai for business,B,Phrase match,0.66
artificial intelligence training,B,Phrase match,0.58
artificial intelligence certification,B,Phrase match,1.08
artificial intelligence course,B,Phrase match,0.88
mit artificial intelligence course,B,Phrase match,0.77
best course on artificial intelligence,B,Phrase match,0.53
ai learning course,B,Phrase match,0.99
certification for artificial intelligence,B,Phrase match,1.63
artificial intelligence online program,B,Phrase match,1.16
executive education ai,B,Phrase match,2.18
online ai and ml courses,B,Phrase match,0.76
generative ai course,B,Phrase match,0.73
generative ai courses,B,Phrase match,2.54
generative ai courses online,B,Phrase match,1.39
ai related certifications,B,Phrase match,0.39
course generator ai,B,Phrase match,0.59
courses about ai,B,Phrase match,0.65
ai generated courses,B,Phrase match,0.77
artificial intelligence course,B,Exact match,0.73
artificial intelligence training,B,Exact match,0.79
artificial intelligence for engineers,B,Exact match,1.75
certification in machine learning and ai,B,Exact match,0.3
courses about ai,B,Exact match,0.29
ai for business,C,Phrase match,0.27
artificial intelligence training,C,Phrase match,0.69
artificial intelligence course,C,Phrase match,0.28
ai learning course,C,Phrase match,0.44
ai for engineers,C,Phrase match,0.27
generative ai course,C,Phrase match,0.35
course in generative ai,C,Phrase match,0.86
courses on generative ai,C,Phrase match,0.51
ai generated courses,C,Phrase match,0.55
mit artificial intelligence course,C,Exact match,0.48
generative ai certificate course,A,Broad match,1.86
generative ai fundamentals course,A,Broad match,1.73
generative ai online course,A,Broad match,1.49
generative ai online program,A,Broad match,2.04
generative ai certificate program,A,Broad match,2.23
generative ai foundations course,A,Broad match,1.37
generative ai fundamentals course,B,Broad match,0.29
generative ai online program,B,Broad match,0.66
generative ai certificate program,B,Broad match,0.43
generative ai certificate course,C,Broad match,0.28
generative ai fundamentals course,C,Broad match,0.32
generative ai online course,C,Broad match,0.27
generative ai online program,C,Broad match,0.28
generative ai foundations course,C,Broad match,0.34
generative ai certificate course,USA,Broad match,4.44
generative ai online course,USA,Broad match,4.35
generative ai online program,USA,Broad match,7.12
generative ai certificate program,USA,Broad match,3.27
generative ai foundations course,USA,Broad match,4.19
artificial intelligence training,USA,Phrase match,4.11
artificial intelligence certification,USA,Phrase match,3.7
artificial intelligence course,USA,Phrase match,3.87
mit artificial intelligence course,USA,Phrase match,16.75
mit ai class,USA,Phrase match,18.73
ai certification courses,USA,Phrase match,3.27
artificial intelligence workshop,USA,Phrase match,3.66
best course on artificial intelligence,USA,Phrase match,3.72
ai for executives course,USA,Phrase match,8.69
course on machine learning and artificial intelligence,USA,Phrase match,4.22
ai learning course,USA,Phrase match,1.63
artificial intelligence summer course,USA,Phrase match,4.6
certification for artificial intelligence,USA,Phrase match,10.31
ai for engineers,USA,Phrase match,9.25
python and ai course,USA,Phrase match,3.66
ai certification classes,USA,Phrase match,1.91
generative ai course,USA,Phrase match,3.05
generative ai course online,USA,Phrase match,15.59
ai related certifications,USA,Phrase match,10.6
course generative ai,USA,Phrase match,3.88
course in generative ai,USA,Phrase match,2.81
course on generative ai,USA,Phrase match,7.25
generative ai stanford course,USA,Phrase match,6.37
courses on generative ai,USA,Phrase match,7.08
courses about ai,USA,Phrase match,5.29
generative ai course mit,USA,Phrase match,9.08
ai generated courses,USA,Phrase match,6.85
artificial intelligence training,USA,Exact match,1.29
mit artificial intelligence course,USA,Exact match,7.36
ai certification mit,USA,Exact match,17.88
ai certification courses,USA,Exact match,6.86
artificial intelligence for engineers,USA,Exact match,2.0
best courses on artificial intelligence,USA,Exact match,3.41
learn how to program ai,USA,Exact match,2.13
best ai learning course,USA,Exact match,2.59
